titre;id;abstract_type;publication_status;is_paid;reference;page_count;url;affiliations;is_approved;approved_date;downloads;author_1_id;author_1_last_name;author_1_first_name;author_1_url;author_2_id;author_2_last_name;author_2_first_name;author_2_url;author_3_id;author_3_last_name;author_3_first_name;author_3_url;author_4_id;author_4_last_name;author_4_first_name;author_4_url;author_5_id;author_5_last_name;author_5_first_name;author_5_url;author_6_id;author_6_last_name;author_6_first_name;author_6_url;author_7_id;author_7_last_name;author_7_first_name;author_7_url;author_8_id;author_8_last_name;author_8_first_name;author_8_url;author_9_id;author_9_last_name;author_9_first_name;author_9_url;author_10_id;author_10_last_name;author_10_first_name;author_10_url;author_11_id;author_11_last_name;author_11_first_name;author_11_url;author_12_id;author_12_last_name;author_12_first_name;author_12_url;author_13_id;author_13_last_name;author_13_first_name;author_13_url;author_14_id;author_14_last_name;author_14_first_name;author_14_url;author_15_id;author_15_last_name;author_15_first_name;author_15_url;author_16_id;author_16_last_name;author_16_first_name;author_16_url;author_17_id;author_17_last_name;author_17_first_name;author_17_url;author_18_id;author_18_last_name;author_18_first_name;author_18_url;author_19_id;author_19_last_name;author_19_first_name;author_19_url;author_20_id;author_20_last_name;author_20_first_name;author_20_url;author_21_id;author_21_last_name;author_21_first_name;author_21_url;author_22_id;author_22_last_name;author_22_first_name;author_22_url;author_23_id;author_23_last_name;author_23_first_name;author_23_url;author_24_id;author_24_last_name;author_24_first_name;author_24_url;author_25_id;author_25_last_name;author_25_first_name;author_25_url;author_26_id;author_26_last_name;author_26_first_name;author_26_url;author_27_id;author_27_last_name;author_27_first_name;author_27_url;author_28_id;author_28_last_name;author_28_first_name;author_28_url;author_29_id;author_29_last_name;author_29_first_name;author_29_url;author_30_id;author_30_last_name;author_30_first_name;author_30_url;author_31_id;author_31_last_name;author_31_first_name;author_31_url;author_32_id;author_32_last_name;author_32_first_name;author_32_url;author_33_id;author_33_last_name;author_33_first_name;author_33_url;author_34_id;author_34_last_name;author_34_first_name;author_34_url;author_35_id;author_35_last_name;author_35_first_name;author_35_url;author_36_id;author_36_last_name;author_36_first_name;author_36_url;author_37_id;author_37_last_name;author_37_first_name;author_37_url;author_38_id;author_38_last_name;author_38_first_name;author_38_url;author_39_id;author_39_last_name;author_39_first_name;author_39_url;author_40_id;author_40_last_name;author_40_first_name;author_40_url;author_41_id;author_41_last_name;author_41_first_name;author_41_url;author_42_id;author_42_last_name;author_42_first_name;author_42_url;author_43_id;author_43_last_name;author_43_first_name;author_43_url;author_44_id;author_44_last_name;author_44_first_name;author_44_url;author_45_id;author_45_last_name;author_45_first_name;author_45_url;author_46_id;author_46_last_name;author_46_first_name;author_46_url;author_47_id;author_47_last_name;author_47_first_name;author_47_url;author_48_id;author_48_last_name;author_48_first_name;author_48_url;author_49_id;author_49_last_name;author_49_first_name;author_49_url;author_50_id;author_50_last_name;author_50_first_name;author_50_url;author_51_id;author_51_last_name;author_51_first_name;author_51_url;author_52_id;author_52_last_name;author_52_first_name;author_52_url;author_53_id;author_53_last_name;author_53_first_name;author_53_url;author_54_id;author_54_last_name;author_54_first_name;author_54_url;author_55_id;author_55_last_name;author_55_first_name;author_55_url;author_56_id;author_56_last_name;author_56_first_name;author_56_url;author_57_id;author_57_last_name;author_57_first_name;author_57_url;author_58_id;author_58_last_name;author_58_first_name;author_58_url;author_59_id;author_59_last_name;author_59_first_name;author_59_url;author_60_id;author_60_last_name;author_60_first_name;author_60_url;paperDate;abstract;lang;lang_prob;lang_abs;lang_prob_abs;lang_match
Changing Gender Roles in Agriculture?: Evidence from 20 Years of Data in Ghana;2935372;Accepted Paper Series;UNDER REVIEW;False;IFPRI Discussion Paper 1623;40;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2935372;International Food Policy Research Institute (IFPRI), University of Antwerp, International Food Policy Research Institute (IFPRI) and Independent;True;20 Mar 2017;130;2519468;Lambrecht;Isabel;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2519468;2665237.0;Schuster;Monica;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2665237;2519469.0;Asare;Sarah;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2519469;2666837.0;Pelleriaux;Laura;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2666837;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017-03-17;At a time when donors and governments are increasing efforts to mainstream gender in agriculture, it is critical to revisit long-standing wisdom about gender inequalities in agriculture to be able to more efficiently design and evaluate policy interventions. Many stylized facts about women in agriculture have been repeated for decades. Did nothing really change? Is some of this conventional wisdom simply maintained over time, or has it always been inaccurate? We use longitudinal data from Ghana to assess some of the facts and to evaluate whether gender patterns have changed over time. We focus on five main themes: land, cropping patterns, market participation, agricultural inputs, and employment. We add to the literature by showing new facts and evidence from more than 20 years. Results are varied and highlight the difficulty of making general statements about gender in agriculture.;en;0.8267782330513;en;0.9418370723724365;True
The Role of Agriculture in Economic Development of Uzbekistan;2924343;Working Paper Series;UNDER REVIEW;False;PROCEEDINGS of the 25th International Scientific Conference September 14-16, 2016 Prague, Czech Republic;8;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2924343;University of World Economy and Diplomacy, Slovak University of Agriculture, Tashkent Institute of Irrigation and Melioration and Tashkent State University of Law;True;28 Feb 2017;224;2656933;Malikov;Numonjon;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2656933;2657679.0;Qineti;Artan;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2657679;2657680.0;Pulatov;Alim;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2657680;1179318.0;Shukurov;Sobir Mamasolievich;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1179318;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-09-16;Uzbekistan has huge opportunities, offering a potential for a considerable economic development. Among the other sectors, agriculture plays a specific role in economic development because of its significant share in total employment and GDP. The aim of this paper is to analyze main sectoral changes in GDP (agricultural, industrial and services sector) that occurred during last two decades, and to investigate the relationship between GDP and agricultural growth in relation to the value added in agriculture. The special attention is devoted to the position of the agricultural sector that may positive influence to support economic development and food security in the region.The results indicate main trends in economic development and point that agriculture still dominates in terms of employment. Moreover, a significant reduction of agriculture’s share in GDP is to be expected in the future, while the shares of industry and services increase.;en;0.7953987717628479;en;0.9469105005264282;True
Agriculture in Africa -- Telling Myths from Facts: A Synthesis;2923532;Working Paper Series;UNDER REVIEW;False;World Bank Policy Research Working Paper No. 7979;28;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2923532;World Bank;True;27 Feb 2017;176;359601;Christiaensen;Luc;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=359601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017-02-21;Stylized facts drive research agendas and policy debates. Yet robust stylized facts are hard to come by, and when available, often outdated. In a special issue of Food Policy, 12 papers revisit conventional wisdom on African agriculture and its farmers' livelihoods using nationally representative surveys from the Living Standards Measurement Study-Integrated Surveys on Agriculture Initiative in six African countries. At times, the findings simply confirm the common understanding of the topic. But the studies also throw up several surprises, redirecting some policy debates while fine-tuning others. Overall, the project calls for more attention to checking and updating the common wisdom. This requires nationally representative data, and sufficient incentives among researchers and policy makers alike. Without well-grounded stylized facts, they can easily be profoundly misguided.;en;0.6962587833404541;en;0.9028743505477905;True
Urban Agriculture in Cuba: Alternative Legal Structures, Crisis and Change;2922195;Accepted Paper Series;UNDER REVIEW;False;Chapter 20 in: B. Maheshwari et al. (eds.), Balanced Urban Development: Options and Strategies for Liveable Cities, Water Science and Technology Library 72, DOI 10.1007/978-3-319-28112-4_20 (2016);12;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2922195;Western Sydney University, School of Law;True;25 Feb 2017;58;1468901;Spencer;Liesel;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1468901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-01-12;The dominant mode of feeding Australian cities is the industrial food system, including industrial agriculture. This food system has produced crises in public health in the form of rising incidence of non-communicable disease linked to diet  and crises in environmental health flowing from industrial agriculture and the food processing and distribution network. This chapter discusses the urban agriculture program implemented in Cuba in the mid-1990s ‘Special Period’ in response to a food security crisis, as an example of legal change in response to food system failure. The Cuban experience is analysed by drawing on Blomley’s work on legal geography methodological tools of performativity, and pragmatism (specifically Dewey’s writings on ‘habit’). It is concluded that changes to the law and policy underpinning Australia’s dysfunctional urban food system might be catalysed by framing and communicating the health and ecological problems in the language of crisis, and by responding to this food system crisis by experimenting with alternatives such as urban agriculture.;en;0.6717572808265686;en;0.9355911612510681;True
The Financialization of Land and Agriculture: Mechanisms, Implications and Responses;2916112;Working Paper Series;UNDER REVIEW;False;;22;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2916112;University of Antwerp Law and Development Research Group and Institute of Policy Development;True;13 Feb 2017;779;1751053;Ferrando;Tomaso;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1751053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017-02-13;Throughout the world, private equity funds, pension funds, special purpose vehicles and hedge funds are increasingly acquiring control over land and agribusinesses. Without underplaying the relevance of finance in shaping other sectors of the food system such as seeds and fertilizers, trade and retailing, this chapter focuses on the link between financial actors, farmland and agribusinesses. The aim is to offer a critical overview of the way in which financialization of land is taking place, what are its drivers and its main legal and socio-economic implications. However, this contribution recognizes that further investigation and debate is needed to fully grasp the link between finance, vertical and horizontal concentration in the food system and the impact on society and the environment. Section I introduces the reader to the topic of financialization and how it plays in the context of agri-food chains. Section II utilizes data and examples to discuss the specific case of the transformation of land into an asset for financial investment. In response, section III discusses possible legal interventions that may be adopted to redefine investment patterns and challenge the financialization of everything that can be found between farm and fork.;en;0.8192123174667358;en;0.9327858090400696;True
Factors Constraining Farmers’ Adoption of New Agricultural Technology Programme in Hambantota District in Sri Lanka: Perceptions of Agriculture Extension Officers;2910350;Working Paper Series;UNDER REVIEW;False;University of Sri Jayewardenepura, Sri Lanka, 13th International Conference on Business Management (ICBM) 2016;21;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2910350;University of Ruhuna and Utrecht University - Department of Economic Geography;True;02 Feb 2017;4149;2324984;Silva;Kodikarage;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2324984;2486687.0;Broekel;Tom;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2486687;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-08;This paper examines the major factors constraining the adoption of a newly introduced paddy improvement technology programme by farmers in the Hambantota district, as seen from the perspective of Agricultural extension officers. Further, the adoption pattern of those technological programmes by farmers was analyzed. A structured interview schedule was used to collect data from a purposively selected sample of 30 AI officers. Data was analyzed using the principal factor model with iteration and Varimax rotation. Later, the simple linear regression analysis was done to explain any relationship between the adoption levels of farmers in each of the adoption stages. The results showed that a majority of AI officers perceived that only 40-60 per cent of farmers actually adopted the new technology programme. As for the percentage of farmers who proceeded to adopt each stage of the multi-stage process, the majority of the farmers in the community progressed to the awareness stage but only about 50 per cent of farmers continued until the final adoption stage was reached. Among the factors constraining the adoption could be cited a lack of resources, incompatibility and complexity of new technology, socio-economic and cultural constraints. Inadequacies in extension intervention, technical training and information were the main constraints that compromised the information and knowledge network. Moreover, the Yaya 2 programme was hindered by environmental and economic barriers, poor educational competencies of farmers and weak information links with the other actors of the network. Further, the study was unable to predict any significant relationship between the adoption levels of farmers in each of the adoption stages. These findings suggest that there is an urgent need for researchers, policy makers and administrators of the extension service to consider these constraints seriously so as to overcome them to increase the adoption rate by farmers of the new paddy technology programme in Hambantota.;en;0.7444819211959839;en;0.9543178677558899;True
Relations between Production Volume and Draft Force Resources in Polish Agriculture;2897522;Accepted Paper Series;UNDER REVIEW;False;Problems of Agricultural Economics nr 4_2016;16;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2897522;Institute of Technology and Life Sciences,  Warsaw Campus;True;13 Jan 2017;30;2604659;Pawlak;Jan;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2604659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-08;In 1949-2010, the draft force resources in Polish agriculture increased by 420.6%. At the same time, there was more than eightfold increase in mechanical draft force and reduction in live one by 90%. In 2010, the value of gross output in constant prices was higher than in 1949 by 113.2%, final output – by 186.7% and market output – by 370.9%. It was noted that there is a positive correlation between equipment in the draft force and the value of agricultural production. Its strength, when considering only the mechanical draft force, was higher as compared to the total draft force taken into account. The correlation is the strongest when the market output is taken as a measure of agricultural production and the weakest for the gross output. The correlation is the strongest when the market output is taken as a measure of agricultural production and the weakest for the gross output.;en;0.8802466988563538;en;0.9706240296363831;True
Smallholder Agriculture and Management Practices: Insights from the Field;2893129;Working Paper Series;UNDER REVIEW;False;Saïd Business School WP 2016-34;20;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2893129;University of Oxford - Said Business School and University of Oxford - Said Business School;True;05 Jan 2017;137;2638507;Hansen;Morten;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2638507;2389941.0;Roll;Kate;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2389941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Increasing smallholder farmers’ yields has proven difficult and sophisticated industries have developed in order to address this problem. This study reports on the insights gained from interviewing various experts that work with smallholder farmers  it brings to the fore their insights on technologies and management practices that, in a sustainable way, may help to increase smallholder farmers’ productivity.;en;0.7263402342796326;en;0.94675612449646;True
Yield Monitor Data Analysis Protocol: A Primer in the Management and Analysis of Precision Agriculture Data;2891888;Working Paper Series;UNDER REVIEW;False;;43;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2891888;Kansas State University - Department of Agricultural Economics, Federal Reserve Bank of Kansas City, Federal Reserve Bank of Kansas City and Purdue University - Department of Agricultural Economics;True;04 Jan 2017;238;2595518;Griffin;Terry;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2595518;2010506.0;Brown;Jason;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2010506;384218.0;Lowenberg-DeBoer;Jess;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=384218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2007-06-30;This document serves to share our techniques for managing the analysis of site-specific precision agriculture data for the purposes of analyzing field-scale on-farm trial experiments. The content of this document is the culmination of over a decade of on-farm trial and spatial analysis experience which continually expands. Working with precision agriculture data can be very frustrating even for those versed in GIS and programming. This protocol was written to assist other analysts of precision agriculture data to be able to follow our steps in an effort to reduce their frustration by making available techniques that have worked for us.;en;0.6060358285903931;en;0.9390985369682312;True
Growth of Agriculture Financein Solapurdistrict of Maharashtra State;2892182;Accepted Paper Series;UNDER REVIEW;False;South Asian Academic Research Journals, Vol. 6 Issue 7, July 2016;19;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2892182;Solapur University, Shri Sant Damaji College and Shri Sant Damaji College;True;03 Jan 2017;141;1728041;Suryawanshi;Dr. Santosh;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1728041;2638306.0;D.S;Kasabe;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2638306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-07-01;The main objective of research paper are to examine the agriculture finance infrastructures in solapur district and to examine the growth of agriculture finance in solapur District. This research paper are based on secondary data, the relevant data has been taken from various issue of Soci-economics survey of solapur district and state level banker committee Maharashtra, Lead Bank Office solapur. The total number of public sector bank in the district is 214 in 2014, thus 85 (39.72 percent) are working in the rural area, 63(29.44) and 66(30.84) percent in semiurban and urban areas respectively. Moreover 38 number of private sector banks branches are working in the district, thus 14(36.84%) in rural area, 12(31.58%) and 12(31.58%) in semi urban and urban respectively. Component growth rate of agriculture advance of commercial banks (24.67), regional rural bank (30.62) district cooperative bank 4.72 and lastly total agriculture advance component growth rate are 16.41 percent during 2006 to 2014.;en;0.5529630184173584;en;0.9096451997756958;True
Are Agriculture Markets Driven by Investors’ Allocation? Evidence from the Co-Movement of Commodity Prices;2888887;Working Paper Series;UNDER REVIEW;False;;29;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2888887;Technical University of Dortmund and TU Dortmund University;True;23 Dec 2016;105;2343519;Luebbers;Johannes;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2343519;487445.0;Posch;Peter N.;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=487445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017-02-14;We examine the effect of financial investments on the futures market of seventeen agriculture commodities during 2006-16. Introducing a financialization index we show that financial investors significantly affect the variation in the co-movement of these commodities. We find even stronger evidence that a higher relative share of commodity index traders increases the correlation between individual commodity prices. Our analysis indicates that in order to avoid financial interests affecting agriculture markets the relative share of commodity index traders’ long open interest should not be significantly higher than 28%. Changes in the intensity of financial speculation thus have a non-negligible influence on agriculture commodity markets.;en;0.879169762134552;en;0.8964143991470337;True
Harnessing Net Primary Productivity Data for Monitoring Sustainable Development of Agriculture;2888044;Accepted Paper Series;UNDER REVIEW;False;IFPRI Discussion Paper No. 1584;32;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2888044;University of Montana - College of Forestry & Conservation, Students, International Food Policy Research Institute (IFPRI) and International Food Policy Research Institute (IFPRI);True;21 Dec 2016;65;2635329;Robinson;Nathaniel P.;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2635329;2635331.0;Cox;Cindy;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2635331;1747698.0;Koo;Jawoo;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1747698;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-16;This study was undertaken to assess the utility of remotely sensed net primary productivity (NPP) data to measure agricultural sustainability by applying a new methodology that captures spatial variability and trends in total NPP and in NPP removed at harvest. The sustainable intensification of agriculture is widely promoted as a means for achieving the Sustainable Development Goals (SDGs) and transitioning toward a more productive, sustainable, and inclusive agriculture, particularity in fragile environments. Yet critics claim that the 17 SDGs and 169 targets are immeasurable and unmanageable. We propose adoption of satellite-estimated, time-series NPP data to monitor agricultural intensification and sustainability, as it is one indicator potentially valuable across several SDGs. To illustrate, we present a unique monitoring framework and a novel indicator, the agricultural appropriation of net primary productivity (AANPP) and analyze spatial trends in NPP and AANPP across the continent of Africa. AANPP focuses on the proportion of total crop NPP removed at harvest. We estimate AANPP by overlaying remotely sensed satellite imagery with rasterized crop production data at 10-by-10-kilometer spatial resolution  we explore variation in NPP and AANPP in terms of food and ecological security. The spatial distribution of NPP and AANPP illustrates the dominance of cropping systems as spatial drivers of NPP across many regions in West and East Africa, as well as in the fertile river valleys across North Africa and the Sahel, where access to irrigation and other technological inputs are inflating AANPP relative to NPP. A comparison of 2000 and 2005 datasets showed increasing AANPP in African countries south of the Sahara — particularly in Mozambique, Angola, and Zambia — whereas NPP either held stable or decreased considerably. This pattern was especially evident subnationally in Ethiopia. Such trends highlight increasing vulnerability of populations to food and ecological insecurity. When combined with other indicators and time-series data, the significance of NPP and the capacity of spatially explicit datasets have far-reaching implications for monitoring the progress of sustainable development in a post-2015 world.;en;0.7001789212226868;en;0.9362722039222717;True
Climate Change, Water Scarcity in Agriculture and the Economy-Wide Impacts in a CGE Framework;2887916;Working Paper Series;UNDER REVIEW;False;FEEM Working Paper No. 79.2016;39;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2887916;Universidad del Desarrollo, Fondazione Eni Enrico Mattei (FEEM), CMCC - Centro Euro-Mediterraneo sui Cambiamenti Climatici, University of Concepción and University of Milan - Department of Economics, Business and Statistics;True;20 Dec 2016;299;2635182;Ponce;Roberto;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2635182;1315367.0;Parrado;Ramiro;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1315367;2635188.0;Stehr;Alejandra;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2635188;201444.0;Bosello;Francesco;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=201444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-20;This paper analyzes the economic impacts of changes in water availability due to climate change. We develop a new modeling approach as an alternative to include water as a production factor within a global CGE model. We tailor the structure of the ICES model to characterize the key features of the world economy with a detailed representation of the agricultural sector. In order to reach this objective, a new database has been built to explicitly consider water endowments, precipitation changes, and unitary irrigation costs. Results suggest different economic consequences of climate change depending on the specific region. Impacts are related to change in crop production, endowment demands, and international trade.;en;0.7572215795516968;en;0.9221677184104919;True
