titre;id;abstract_type;publication_status;is_paid;reference;page_count;url;affiliations;is_approved;approved_date;downloads;author_1_id;author_1_last_name;author_1_first_name;author_1_url;author_2_id;author_2_last_name;author_2_first_name;author_2_url;author_3_id;author_3_last_name;author_3_first_name;author_3_url;author_4_id;author_4_last_name;author_4_first_name;author_4_url;author_5_id;author_5_last_name;author_5_first_name;author_5_url;author_6_id;author_6_last_name;author_6_first_name;author_6_url;author_7_id;author_7_last_name;author_7_first_name;author_7_url;author_8_id;author_8_last_name;author_8_first_name;author_8_url;author_9_id;author_9_last_name;author_9_first_name;author_9_url;author_10_id;author_10_last_name;author_10_first_name;author_10_url;author_11_id;author_11_last_name;author_11_first_name;author_11_url;author_12_id;author_12_last_name;author_12_first_name;author_12_url;author_13_id;author_13_last_name;author_13_first_name;author_13_url;author_14_id;author_14_last_name;author_14_first_name;author_14_url;author_15_id;author_15_last_name;author_15_first_name;author_15_url;author_16_id;author_16_last_name;author_16_first_name;author_16_url;author_17_id;author_17_last_name;author_17_first_name;author_17_url;author_18_id;author_18_last_name;author_18_first_name;author_18_url;author_19_id;author_19_last_name;author_19_first_name;author_19_url;author_20_id;author_20_last_name;author_20_first_name;author_20_url;author_21_id;author_21_last_name;author_21_first_name;author_21_url;author_22_id;author_22_last_name;author_22_first_name;author_22_url;author_23_id;author_23_last_name;author_23_first_name;author_23_url;author_24_id;author_24_last_name;author_24_first_name;author_24_url;author_25_id;author_25_last_name;author_25_first_name;author_25_url;author_26_id;author_26_last_name;author_26_first_name;author_26_url;author_27_id;author_27_last_name;author_27_first_name;author_27_url;author_28_id;author_28_last_name;author_28_first_name;author_28_url;author_29_id;author_29_last_name;author_29_first_name;author_29_url;author_30_id;author_30_last_name;author_30_first_name;author_30_url;author_31_id;author_31_last_name;author_31_first_name;author_31_url;author_32_id;author_32_last_name;author_32_first_name;author_32_url;author_33_id;author_33_last_name;author_33_first_name;author_33_url;author_34_id;author_34_last_name;author_34_first_name;author_34_url;author_35_id;author_35_last_name;author_35_first_name;author_35_url;author_36_id;author_36_last_name;author_36_first_name;author_36_url;author_37_id;author_37_last_name;author_37_first_name;author_37_url;author_38_id;author_38_last_name;author_38_first_name;author_38_url;author_39_id;author_39_last_name;author_39_first_name;author_39_url;author_40_id;author_40_last_name;author_40_first_name;author_40_url;author_41_id;author_41_last_name;author_41_first_name;author_41_url;author_42_id;author_42_last_name;author_42_first_name;author_42_url;author_43_id;author_43_last_name;author_43_first_name;author_43_url;author_44_id;author_44_last_name;author_44_first_name;author_44_url;author_45_id;author_45_last_name;author_45_first_name;author_45_url;author_46_id;author_46_last_name;author_46_first_name;author_46_url;author_47_id;author_47_last_name;author_47_first_name;author_47_url;author_48_id;author_48_last_name;author_48_first_name;author_48_url;author_49_id;author_49_last_name;author_49_first_name;author_49_url;author_50_id;author_50_last_name;author_50_first_name;author_50_url;author_51_id;author_51_last_name;author_51_first_name;author_51_url;author_52_id;author_52_last_name;author_52_first_name;author_52_url;author_53_id;author_53_last_name;author_53_first_name;author_53_url;author_54_id;author_54_last_name;author_54_first_name;author_54_url;author_55_id;author_55_last_name;author_55_first_name;author_55_url;author_56_id;author_56_last_name;author_56_first_name;author_56_url;author_57_id;author_57_last_name;author_57_first_name;author_57_url;author_58_id;author_58_last_name;author_58_first_name;author_58_url;author_59_id;author_59_last_name;author_59_first_name;author_59_url;author_60_id;author_60_last_name;author_60_first_name;author_60_url;paperDate;abstract;lang;lang_prob;lang_abs;lang_prob_abs;lang_match;country
A Macroeconomic Model with Agriculture and Industry (Un Modelo Macroeconómico con Agricultura e Industria);2960564;Accepted Paper Series;UNDER REVIEW;False;Pensamiento Crítico, Vol. 1(1), p. 27-60, 2002;34;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2960564;Universidad Nacional Mayor de San Marcos;True;08 May 2017;1;2689170;Contreras;Carlos;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2689170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2002-06-30;English Abstract: The present study analyzes from a macroeconomic perspective the relationship between agriculture and industry in an underdeveloped economy with duality in the agricultural sector. It examines the determinants of industrial production and the terms of trade in this underdeveloped economy, of two sectors and that has duality in agriculture. Spanish Abstract: El presente estudio analiza desde una visión macroeconómica la relación entre la agricultura y la industria en una economía subdesarrollada con dualidad en el sector agrerio. Examina los determinantes de la producción industrial y los términos de intercambio en dicha economía subdesarrollada, de dos sectores y que tiene dualidad en el agro.;en;0.3619844913482666;es;0.5923078060150146;False;Spain
The Portuguese Agriculture, 1703-1820: Extensive Growth and Market Expansion.;2944973;Accepted Paper Series;UNDER REVIEW;False;Chapter in: Dulce Freire and Pedro Lains (eds), An Agrarian History of Portugal, 1000-2000: Economic Development on the European Frontier. Leiden/Boston: Brill, 2017 (e-book 2016), pp. 132-171;30;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2944973;University Institute of Lisbon (ISCTE-IUL);True;21 Apr 2017;142;2413684;Serrao;Jose Vicente;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2413684;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;The thesis sustained in this essay is that – while it is true that there were some crises, problems and blockages, and that development was by no means the same across all regions, sub-sectors and periods – Portuguese agriculture actually performed quite well in the 18th century, even when observed in a comparative European perspective. Extensive growth and an increasing market dependence were the two dominant aspects of that performance. These results can be explained, firstly, by a significant change in market conditions  secondly, by the ability of economic agents to adapt to new conditions  and thirdly by some effective economic policies. The market, the farmers and the government form the three sides of a triangle that proved to be reasonably virtuous for most of the period considered.;en;0.7616406679153442;en;0.9797017574310304;True;Portugal
Assessing the Cost of Supplying Water for Agriculture: The Food Supply Cost Curve;2946027;Working Paper Series;UNDER REVIEW;False;Bocconi IEFE - Working Paper Series No. 90, April 2017;20;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2946027;Ca Foscari University of Venice - Dipartimento di Economia;True;06 Apr 2017;58;142037;Roson;Roberto;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=142037;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017-04-04;As part of a “Regional Initiative on Water Scarcity in the NENA Region”, the U.N. Food and Agriculture Organization (FAO) has been proposing a practical tool for the assessment of investment projects, called the Food Supply Cost Curve (FSCC). This chapter illustrates the concept of the Food Supply Cost Curve, and which steps need to be taken to practically implement an FSCC evaluation exercise. It concludes by commenting on some preliminary findings obtained at the FAO when the FSCC has been employed in some  countries in the Near East and North Africa.;en;0.8595116138458252;en;0.9511898159980774;True;Italy
Loans in Agriculture: Living under New Rules;2944588;Working Paper Series;UNDER REVIEW;False;Monitoring of Russia's Economic Outlook. Moscow, IEP, No.3, 2017, pp. 14-16;3;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2944588;Russian Academy of National Economy and Public Administration under the President of the Russian Federation (RANEPA) - Institute of Applied Economic Research;True;03 Apr 2017;36;2340854;Uzun;Vasily;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2340854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017-03-03;New rules are in effect in Russia since 1 January 2017, regulating the subsidization of bank loans to agricultural producers and agribusinesses. This is a major update to the loan subsidization procedure, introducing in particular a fixed rate for subsidies, a simplified procedure for agricultural soft loans, and a share of small businesses in subsidies. However, some problems have been left unresolved, and new ones have arisen.;en;0.8654155731201172;en;0.9639173746109008;True;Russia
VAT and Agriculture: Lessons from Europe;2938975;Working Paper Series;UNDER REVIEW;False;CESifo Working Paper Series No. 6350;33;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2938975;CPB Netherlands Bureau of Economic Policy Analysis;True;23 Mar 2017;94;1598244;Cnossen;Sijbren;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1598244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017-02-27;Farmers are often exempted from VAT for administrative and political reasons. But this means that the VAT on their inputs cannot be ‘washed out’ through the tax deduction/credit mechanism. To compensate farmers for the uncompensated VAT on inputs, the EU has devised a flat-rate scheme that permits them to charge a presumptive rate (approximately equal to the effective VAT rate on sector-wide inputs) on their sales to taxable agro-processing firms. The flat-rate scheme is an arbitrary way of trying to achieve equal treatment. Full taxation, subject to the general threshold, appears to be the preferred choice.;en;0.8373866081237793;en;0.9601123929023744;True;Netherlands
Urban Agriculture in Cuba: Alternative Legal Structures, Crisis and Change;2922195;Accepted Paper Series;UNDER REVIEW;False;Chapter 20 in: B. Maheshwari et al. (eds.), Balanced Urban Development: Options and Strategies for Liveable Cities, Water Science and Technology Library 72, DOI 10.1007/978-3-319-28112-4_20 (2016);12;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2922195;Western Sydney University, School of Law;True;25 Feb 2017;58;1468901;Spencer;Liesel;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1468901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-01-12;The dominant mode of feeding Australian cities is the industrial food system, including industrial agriculture. This food system has produced crises in public health in the form of rising incidence of non-communicable disease linked to diet  and crises in environmental health flowing from industrial agriculture and the food processing and distribution network. This chapter discusses the urban agriculture program implemented in Cuba in the mid-1990s ‘Special Period’ in response to a food security crisis, as an example of legal change in response to food system failure. The Cuban experience is analysed by drawing on Blomley’s work on legal geography methodological tools of performativity, and pragmatism (specifically Dewey’s writings on ‘habit’). It is concluded that changes to the law and policy underpinning Australia’s dysfunctional urban food system might be catalysed by framing and communicating the health and ecological problems in the language of crisis, and by responding to this food system crisis by experimenting with alternatives such as urban agriculture.;en;0.6717572808265686;en;0.935591161251068;True;Australia
The Financialization of Land and Agriculture: Mechanisms, Implications and Responses;2916112;Working Paper Series;UNDER REVIEW;False;;22;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2916112;University of Antwerp Law and Development Research Group and Institute of Policy Development;True;13 Feb 2017;779;1751053;Ferrando;Tomaso;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1751053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017-02-13;Throughout the world, private equity funds, pension funds, special purpose vehicles and hedge funds are increasingly acquiring control over land and agribusinesses. Without underplaying the relevance of finance in shaping other sectors of the food system such as seeds and fertilizers, trade and retailing, this chapter focuses on the link between financial actors, farmland and agribusinesses. The aim is to offer a critical overview of the way in which financialization of land is taking place, what are its drivers and its main legal and socio-economic implications. However, this contribution recognizes that further investigation and debate is needed to fully grasp the link between finance, vertical and horizontal concentration in the food system and the impact on society and the environment. Section I introduces the reader to the topic of financialization and how it plays in the context of agri-food chains. Section II utilizes data and examples to discuss the specific case of the transformation of land into an asset for financial investment. In response, section III discusses possible legal interventions that may be adopted to redefine investment patterns and challenge the financialization of everything that can be found between farm and fork.;en;0.8192123174667358;en;0.9327858090400696;True;Belgium
Relations between Production Volume and Draft Force Resources in Polish Agriculture;2897522;Accepted Paper Series;UNDER REVIEW;False;Problems of Agricultural Economics nr 4_2016;16;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2897522;Institute of Technology and Life Sciences,  Warsaw Campus;True;13 Jan 2017;30;2604659;Pawlak;Jan;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2604659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-08;In 1949-2010, the draft force resources in Polish agriculture increased by 420.6%. At the same time, there was more than eightfold increase in mechanical draft force and reduction in live one by 90%. In 2010, the value of gross output in constant prices was higher than in 1949 by 113.2%, final output – by 186.7% and market output – by 370.9%. It was noted that there is a positive correlation between equipment in the draft force and the value of agricultural production. Its strength, when considering only the mechanical draft force, was higher as compared to the total draft force taken into account. The correlation is the strongest when the market output is taken as a measure of agricultural production and the weakest for the gross output. The correlation is the strongest when the market output is taken as a measure of agricultural production and the weakest for the gross output.;en;0.8802466988563538;en;0.9706240296363832;True;Poland
Сельское Хозяйство в Условиях Санкций и Кризиса (Agriculture in the Conditions of Sanctions and Crisis);2657993;Accepted Paper Series;UNDER REVIEW;False;ОПЕРАТИВНЫЙ МОНИТОРИНГ ЭКОНОМИЧЕСКОЙ СИТУАЦИИ В РОССИИ январь 2015 г., стр. 23-26;8;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2657993;affiliation not provided to SSRN , Russian Academy of National Economy and Public Administration under the President of the Russian Federation (RANEPA) - Institute of Applied Economic Research;True;14 Nov 2016;39;1999874;Shagaida;Natalia;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1999874;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-01-01;Russian Abstract: К моменту введения Россией антисанкций в стране сложились тенденции улучшения показателей продовольственной независимости по большинству основных сельскохозяйственных продуктов. Ограничение ввоза продукции из ряда стран в рамках антисанкций не создало условий для замены импортных продуктов российскими, поскольку производство большинства из них не удовлетворяло внутренние потребности ни по объемам производства, ни по цене. Снижение курса рубля привело к тому, что цена на большинство основных российских сельхозпродуктов стала ниже мировой. В наибольшем выигрыше – производство зерна, поскольку этот товар востребован на мировом рынке. Однако инерционный механизм государственного регулирования цен на зерно не позволил своевременно наполнить интервенционный фонд, в результате правительство, опасаясь роста внутренних цен, стремится ограничить экспорт зерна за счет административных мер и введения экспортных пошлин. В результате зерновой сектор не сможет реализовать представившийся шанс и следовательно – провести перевооружение отрасли. English Abstract: Before Russia introduced anti-sanctions there had been tendencies for food independence improvement in the majority of main agricultural products in the country . Import Restriction from a number of the countries within anti-sanctions hasn't created conditions for import products replacement by  Russian production as it didn't satisfy internal requirements neither on the outputs, nor at the price. Depreciation of ruble has led to the fact that the price of the majority of the main Russian agricultural products became lower than world price.;ru;0.2916423082351684;ru;0.8953996300697327;True;Russia
Сельское Хозяйство России в Условиях Санкций (Russian Agriculture in Conditions of Sanctions);2657994;Accepted Paper Series;UNDER REVIEW;False;РОССИЙСКАЯ ЭКОНОМИКАВ 2014 ГОДУТЕНДЕНЦИИ И ПЕРСПЕКТИВЫ(Выпуск 36)стр. 260-278;576;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2657994;affiliation not provided to SSRN , Russian Academy of National Economy and Public Administration under the President of the Russian Federation (RANEPA) - Institute of Applied Economic Research;True;08 Nov 2016;77;1999874;Shagaida;Natalia;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1999874;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2014-09-09;Russian Abstract: Россия 7 августа 2014 г. ввела ограничения на ввоз продовольствия из стран ЕС, США, Канады, Норвегии и Австралии (далее – антисанкции) в ответ на санкции в отношении России, связанные с политическими событиями на Украине.Этот шаг был воспринят многими внутри страны, тем более – за рубежом, с удивлением, поскольку Россия на момент введения антисанкций продолжала оставаться крупным импортером продовольствия. English Abstract: Russia has introduced  restrictions for import of food from EU countries, the USA, Canada, Norway and Australia (further – anti-sanctions)on August 7, 2014 in response to the sanctions against Russia connected with political events in Ukraine.This step has been apprehended by many within the country, especially – abroad, with surprise as Russia at the time of introduction of anti-sanctions continued to remain the large importer of food.;ru;0.3704264163970947;ru;0.5885767936706543;True;Russia
Проблемы Реализации Государственной Политики По Сохранению Сельскохозяйственных Угодий в Сфере Сельского Хозяйства (Problems of State Policy  On Preservation of Agricultural Lands Realization in the Sphere of Agriculture);2654692;Accepted Paper Series;UNDER REVIEW;False;;8;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2654692;affiliation not provided to SSRN , Russian Academy of National Economy and Public Administration under the President of the Russian Federation (RANEPA) - Institute of Applied Economic Research;True;04 Nov 2016;43;1999874;Shagaida;Natalia;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1999874;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Russian Abstract: Скачок от централизовано планируемой экономики и монополии государственной собственности на землю к частной собственности требует от государства формирования новой политики в отношении сельскохозяйственных угодий как ценнейшего и основного производственного ресурса в сельском хозяйстве. Почему именно в отношении сельскохозяйственных угодий? Да потому, что приватизация земли в России в основном коснулась только сельскохозяйственных угодий в землях сельскохозяйственного назначения. Все остальные земли – все или почти все – все еще остаются в государственной собственности.Если основная часть сельскохозяйственных угодий стала частной, то поменялась ли государственная политика в отношении этой земли? Различает ли государство разных собственников, разные по качеству земли? Ведь у частника свои интересы – частные, а земля все-таки товар, но фиктивный товар. Товар – это по классическому определению продукт, произведенный для продажи. А земля продается, но не произведена для продажи. English Abstract: Leap from centralized planned economy and monopoly of state ownership for the land to a private property demands from the state of formation of new policy for agricultural lands as most valuable and main production resource in agriculture. Why concerning agricultural lands? Because privatization of the earth in Russia has generally concerned only agricultural lands.;ru;0.7445191740989685;ru;0.9552699327468872;True;Russia
Невнятная Политика Современной Приватизации Земли В Сельском Хозяйстве (Muffled Policy of Modern Land Privatization In Agriculture);2654701;Accepted Paper Series;UNDER REVIEW;False;ЭКОНОМИЧЕСКОЕ РАЗВИТИЕ РОССИИ, No. 2, 2014;6;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2654701;affiliation not provided to SSRN , Russian Academy of National Economy and Public Administration under the President of the Russian Federation (RANEPA) - Institute of Applied Economic Research;True;04 Nov 2016;41;1999874;Shagaida;Natalia;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1999874;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Russian Abstract: При рассмотрении вопросов приватизации земли на примере земель сельскохозяйственного назначения становится очевидно, что существующие подходы к приватизации не отвечают состоянию объекта приватизации, не базируются на разумном международном опыте, не направлены на решение какой-либо народнохозяйственной проблемы. Говорить вообще о приватизации земли пока не ясны цели, не обсуждены механизмы и риски их реализации, не создан специальный орган по управлению земельными ресурсами в стране нецелесообразно. English Abstract: In consideration of  land privatization issues on the example of agricultural lands it becomes obvious that the existing approaches to privatization don't match conditions of a subject of privatization. Approaches aren't based on reasonable international experience, aren't directed to the solution of any economic problem.;ru;0.8387865424156189;ru;0.8924261331558228;True;Russia
Территориальное Разделение Труда в Сельском Хозяйстве России: Проблемы Оценки и Изменения В Постсоветский Период (Territorial Division of Labor in Russian Agriculture: Problems of Assessment and Change During the Post-Soviet Period);2657999;Accepted Paper Series;UNDER REVIEW;False;АПК: регионы России, 2015;6;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2657999;affiliation not provided to SSRN , Russian Academy of National Economy and Public Administration under the President of the Russian Federation (RANEPA) - Institute of Applied Economic Research;True;03 Nov 2016;62;1999874;Shagaida;Natalia;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1999874;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-09-09;Russian Abstract: Цель настоящей работы - оценка состояния территориального разделения труда в сельском хозяйстве России и его изменений, которые произошли за последние 20 лет. В качестве задач выступали следующие: уточнить методы оценки территориального разделения труда  провести на их основе оценку состояния и рассмотреть изменения, которые произошли за последний 20 лет. В качестве гипотезы исследования выступило утверждение, что изменение принципов функционирования экономики в постсоветский период должно было привести к существенному изменению территориального разделения труда. English Abstract: The purpose of this work is the assessment of territorial labor division  in Russian agriculture and changes which have happened for the last 20 years. А statement that changes in economy functioning principles during the Post-Soviet period had to lead to essential change of territorial division of labor became the main hypothesis of a research.;ru;0.7682441473007202;ru;0.9178312420845032;True;Russia
Институциональные Ограничения Приватизации Или Передачи в Аренду Земли в Сельском Хозяйстве (Institutional Restrictions of Privatization Or Land lease in Agriculture);2654693;Accepted Paper Series;UNDER REVIEW;False;-;7;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2654693;affiliation not provided to SSRN , Russian Academy of National Economy and Public Administration under the President of the Russian Federation (RANEPA) - Institute of Applied Economic Research;True;31 Oct 2016;35;1999874;Shagaida;Natalia;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1999874;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2015-09-02;Russian Abstract: Анализ институтов, регулирующих процесс переоформления прав на участки в государственной и муниципальной собственности, ранее предоставленные сельскохозяйственным организациям (СХО) в постоянное бессрочное пользование, а также практики переоформления позволяет сделать вывод о неготовности государства проводить приватизацию земли или передачу ее в аренду. Вносятся предложения, направленные на изменение подобной ситуации. English Abstract: The analysis of the institutes regulating process of rights renewal the state-owned and municipal property.;ru;0.8588724136352539;ru;0.9696794152259828;True;Russia
